epoch,train_loss,lr,max_miou,best_mdice,best_mhd95,best_epoch,val_loss,val_miou,val_mdice,val_mhd95,iou_cls_0,dice_cls_0,hd95_cls_0,iou_cls_1,dice_cls_1,hd95_cls_1,iou_cls_2,dice_cls_2,hd95_cls_2,iou_cls_3,dice_cls_3,hd95_cls_3
1.0,0.0,0.0,0.5733922708286465,0.47528362586139,40.46117509241768,1.0,0.5588995454410395,0.5733922708286465,0.47528362586139,40.46117509241768,0.6060852191083186,0.1050156555403062,0.1050156555403062,0.1395787651585332,0.4376359581884075,0.4376359581884075,0.6688017875976097,0.616645675715375,0.616645675715375,0.8791033114501244,0.7418372140014715,0.7418372140014715
3.0,0.0,0.0,0.6917535377748952,0.6358858194612111,26.03775714281753,3.0,0.4758757607767376,0.6917535377748952,0.6358858194612111,26.03775714281753,0.5823328383524623,0.2636337385407563,0.2636337385407563,0.5938085107602542,0.6314327823612315,0.6314327823612315,0.7117694905367399,0.7477332665759934,0.7477332665759934,0.8791033114501244,0.9007434903668632,0.9007434903668632
5.0,0.0,0.0,0.6976916328204896,0.6417874544664026,25.018367355016824,5.0,0.4833321781775441,0.6976916328204896,0.6417874544664026,25.018367355016824,0.5452365277413282,0.2960064079762998,0.2960064079762998,0.6311717385468412,0.6123184867885549,0.6123184867885549,0.7352549535436647,0.7538294893949352,0.7538294893949352,0.8791033114501244,0.9049954337058208,0.9049954337058208
7.0,0.0,0.0,0.6224314498461004,0.6018977369335046,30.62538373842537,7.0,0.6501540802300166,0.6224314498461004,0.6018977369335046,30.62538373842537,0.3931148629256797,0.2774627223192681,0.2774627223192681,0.5697893349603749,0.5511903521648363,0.5511903521648363,0.6477182900482226,0.7065681710096214,0.7065681710096214,0.8791033114501244,0.8723697022402926,0.8723697022402926
9.0,0.0,0.0,0.7016281081764469,0.6401067161744008,25.39847678332638,9.0,0.4961689795834568,0.7016281081764469,0.6401067161744008,25.39847678332638,0.5591142696380661,0.3002979228031388,0.3002979228031388,0.6223646953511568,0.6197243756892918,0.6197243756892918,0.7400587937177221,0.7390203887567077,0.7390203887567077,0.8849746739988427,0.9013841774484652,0.9013841774484652
11.0,0.0,0.0,0.7247799558037785,0.6494724627399263,22.527703888612905,11.0,0.4371806944782932,0.7247799558037785,0.6494724627399263,22.527703888612905,0.6421139766636504,0.2851295887693666,0.2851295887693666,0.6271685394171409,0.6338322891838406,0.6338322891838406,0.7488658339795415,0.764437737429288,0.764437737429288,0.8809714731547812,0.91449023557721,0.91449023557721
13.0,0.0,0.0,0.7282493914012226,0.6488119743219878,23.26398064271272,13.0,0.4177354717502198,0.7282493914012226,0.6488119743219878,23.26398064271272,0.6511878945492946,0.2900027821923894,0.2900027821923894,0.6317054899930536,0.6206674594280743,0.6206674594280743,0.7510008696124175,0.7670312384105435,0.7670312384105435,0.8791033114501244,0.917546417256944,0.917546417256944
15.0,0.0,0.0,0.730851465591649,0.6558476761228067,21.40671577426889,15.0,0.471939544101207,0.730851465591649,0.6558476761228067,21.40671577426889,0.6952230996878519,0.2565786478752763,0.2565786478752763,0.6143582715490844,0.6573239379089295,0.6573239379089295,0.7347211796795354,0.7848369137877022,0.7848369137877022,0.8791033114501244,0.9246512049193188,0.9246512049193188
17.0,0.0,0.0,0.7281159502912024,0.6499368729164026,22.762903091523818,17.0,0.4133244806323379,0.7281159502912024,0.6499368729164026,22.762903091523818,0.6583936435299668,0.2941218882420979,0.2941218882420979,0.6236990947100486,0.6242115824250621,0.6242115824250621,0.7512677514746694,0.7667041279409531,0.7667041279409531,0.8791033114501244,0.9147098930574972,0.9147098930574972
19.0,0.0,0.0,0.71977595289546,0.6473012715760457,22.39281352373769,19.0,0.4379140086852894,0.71977595289546,0.6473012715760457,22.39281352373769,0.6442490217838701,0.275885066479554,0.275885066479554,0.6108888452883598,0.6258782909502348,0.6258782909502348,0.7448626330594857,0.7697501738779247,0.7697501738779247,0.8791033114501244,0.9176915549964691,0.9176915549964691
21.0,0.0,0.0,0.7226449154403363,0.6495837870716755,22.86517831494657,21.0,0.4234707183159959,0.7226449154403363,0.6495837870716755,22.86517831494657,0.6314387846070069,0.2809608439193078,0.2809608439193078,0.6287698144204319,0.6352969844722488,0.6352969844722488,0.7512677512837819,0.7654340426669329,0.7654340426669329,0.8791033114501244,0.9166432772282126,0.9166432772282126
23.0,0.0,0.0,0.7291167523606498,0.6439861444432038,22.3989595834306,23.0,0.4115505222969066,0.7291167523606498,0.6439861444432038,22.3989595834306,0.6570592639627084,0.2638715012019269,0.2638715012019269,0.6341074056978279,0.6209706648636307,0.6209706648636307,0.7461970283319381,0.7734118362026493,0.7734118362026493,0.8791033114501244,0.9176905755046084,0.9176905755046084
